row_index,true_label,predicted_label,true_rank,reciprocal_rank,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
6561,a medium yellow circle is right of a medium pink diamond,left of a big pink circle is a big yellow square,410,0.0024390243902439024,0.8785902857780457,0.0007782675675116479,0,0,0,2,0.2857142857142857,0,0,0
4377,above a medium orange square is a big yellow diamond,left of a big pink circle is a big yellow square,19,0.05263157894736842,0.9340636134147644,0.0004226699529681355,0,0,0,2,0.2857142857142857,0,0,0
62,a big orange square can be seen right of a small yellow square,left of a big pink circle is a big yellow square,172,0.005813953488372093,0.8963545560836792,0.0006643939996138215,0,0,0,2,0.2857142857142857,0,0,0
5094,the medium yellow triangle is positioned right of a medium pink triangle,left of a big pink circle is a big yellow square,759,0.0013175230566534915,0.8303166031837463,0.0010877142194658518,0,0,0,2,0.2857142857142857,0,0,0
4119,a small green diamond is right of a medium blue hexagon,left of a big pink circle is a big yellow square,556,0.0017985611510791368,0.8620455861091614,0.000884322973433882,0,0,0,0,0.0,0,0,0
8360,left of a big pink circle is a small orange circle,left of a big pink circle is a big yellow square,160,0.00625,0.9105863571166992,0.0005731647252105176,0,0,0,4,0.5714285714285714,1,0,0
2610,the medium pink diamond is positioned below a medium blue octagon,a big green octagon is above a big blue triangle,765,0.00130718954248366,0.8342835903167725,0.0010622853878885508,0,0,0,1,0.14285714285714285,0,0,0
5847,above a small blue triangle is a small purple octagon,left of a big pink circle is a big yellow square,655,0.0015267175572519084,0.8455893993377686,0.000989812077023089,0,0,0,0,0.0,0,0,0
1693,right of a medium purple triangle is a medium blue diamond,a big black triangle is above a medium pink diamond,611,0.0016366612111292963,0.8451011776924133,0.0009929416701197624,0,0,0,1,0.14285714285714285,0,0,0
1068,the small black hexagon is positioned below a medium yellow square,a small red circle is above a big blue square,760,0.0013157894736842105,0.8406493663787842,0.0010214790236204863,0,0,0,2,0.2857142857142857,0,0,0
6921,a big yellow circle can be seen above a medium blue triangle,a big black triangle is above a medium pink diamond,264,0.003787878787878788,0.8922379612922668,0.0006907829665578902,0,0,0,3,0.42857142857142855,1,0,0
8758,a big blue octagon can be seen above a medium purple diamond,a big green octagon is above a big blue triangle,257,0.0038910505836575876,0.8973767757415771,0.0006578411557711661,0,0,0,3,0.42857142857142855,1,0,0
1862,a medium red octagon can be seen above a small black hexagon,a big purple hexagon is right of a small red square,954,0.0010482180293501049,0.8030417561531067,0.0012625532690435648,0,0,0,1,0.14285714285714285,0,0,0
7464,a small orange diamond is below a big pink diamond,a medium pink diamond is right of a big green circle,163,0.006134969325153374,0.9068901538848877,0.0005968586774542928,0,0,0,2,0.2857142857142857,0,0,0
3289,a big orange circle is right of a small pink diamond,left of a big pink circle is a big yellow square,55,0.01818181818181818,0.9276832342147827,0.00046356895472854376,0,0,0,2,0.2857142857142857,0,0,0
695,a small yellow circle is below a small orange diamond,a big yellow square is above a small red triangle,592,0.0016891891891891893,0.8605372309684753,0.0008939923718571663,0,0,0,2,0.2857142857142857,0,0,0
8049,a big black triangle is above a medium pink diamond,a big green octagon is above a big blue triangle,2,0.5,0.9472762942314148,0.00033797291689552367,0,1,0,2,0.2857142857142857,1,0,0
9820,right of a big pink square is a big pink circle,left of a big pink circle is a big yellow square,89,0.011235955056179775,0.9195312261581421,0.0005158254061825573,0,0,0,3,0.42857142857142855,0,0,0
4366,the big purple octagon is positioned below a big blue triangle,a big green octagon is above a big blue triangle,82,0.012195121951219513,0.9177283048629761,0.0005273831775411963,0,0,0,5,0.7142857142857143,0,1,0
7940,a big pink hexagon can be seen right of a big black hexagon,left of a big pink circle is a big yellow square,834,0.001199040767386091,0.7944144606590271,0.0013178566005080938,0,0,0,2,0.2857142857142857,0,0,0
6216,left of a small blue hexagon is a small yellow diamond,left of a big pink circle is a big yellow square,695,0.0014388489208633094,0.8498652577400208,0.0009624022641219199,0,0,0,2,0.2857142857142857,1,0,0
6486,a big red octagon can be seen below a small yellow circle,left of a big pink circle is a big yellow square,594,0.0016835016835016834,0.8575574159622192,0.0009130938560701907,0,0,0,2,0.2857142857142857,0,0,0
3876,a medium green hexagon is above a medium pink circle,a big yellow square is above a small red triangle,707,0.0014144271570014145,0.8465282917022705,0.000983792939223349,0,0,0,1,0.14285714285714285,1,0,0
5731,the small red hexagon is positioned left of a medium green octagon,a big pink square is left of a big red octagon,943,0.0010604453870625664,0.795287013053894,0.001312263193540275,0,0,0,2,0.2857142857142857,1,0,0
6370,left of a big black octagon is a big pink octagon,left of a big pink circle is a big yellow square,777,0.001287001287001287,0.8231032490730286,0.0011339541524648666,0,0,0,3,0.42857142857142855,1,0,0
4430,the big purple circle is positioned left of a big red triangle,above a big orange square is a big red circle,18,0.05555555555555555,0.9406509399414062,0.00038044285611249506,0,0,0,3,0.42857142857142855,0,0,0
3291,the small blue square is positioned right of a small yellow hexagon,left of a big pink circle is a big yellow square,410,0.0024390243902439024,0.8701736330986023,0.0008322208886966109,0,0,0,1,0.14285714285714285,0,0,0
2801,the small yellow circle is positioned right of a medium blue square,a big yellow square is above a small red triangle,253,0.003952569169960474,0.8879448175430298,0.000718303257599473,0,0,0,1,0.14285714285714285,0,0,0
2433,a medium green square can be seen below a small green triangle,a big yellow square is above a small red triangle,631,0.001584786053882726,0.8360456824302673,0.0010509901912882924,0,0,0,3,0.42857142857142855,0,1,0
6035,left of a small green triangle is a small pink diamond,left of a big pink circle is a big yellow square,339,0.0029498525073746312,0.8843998908996582,0.0007410271209664643,0,0,0,1,0.14285714285714285,1,0,0
7333,the small yellow square is positioned right of a medium purple diamond,left of a big pink circle is a big yellow square,298,0.003355704697986577,0.8869747519493103,0.0007245211163535714,0,0,0,2,0.2857142857142857,0,0,0
8093,below a medium purple triangle is a big green hexagon,a big green octagon is above a big blue triangle,382,0.002617801047120419,0.8759918212890625,0.000794924155343324,0,0,0,3,0.42857142857142855,0,0,0
4958,above a big pink diamond is a small blue square,left of a big pink circle is a big yellow square,6,0.16666666666666666,0.9394298195838928,0.0003882715245708823,0,0,0,3,0.42857142857142855,0,0,0
6538,a small yellow hexagon can be seen right of a medium blue hexagon,left of a big pink circle is a big yellow square,985,0.0010152284263959391,0.7603129744529724,0.0015364554710686207,0,0,0,1,0.14285714285714285,0,0,0
4590,right of a big black triangle is a small purple octagon,left of a big pink circle is a big yellow square,273,0.003663003663003663,0.8951019048690796,0.0006724238628521562,0,0,0,1,0.14285714285714285,0,0,0
9418,the medium purple octagon is positioned right of a small yellow circle,a big green octagon is above a big blue triangle,865,0.0011560693641618498,0.8182100653648376,0.0011653198162093759,0,0,0,1,0.14285714285714285,0,0,0
1553,a medium yellow triangle can be seen right of a big orange diamond,left of a big pink circle is a big yellow square,284,0.0035211267605633804,0.8915038704872131,0.0006954887649044394,0,0,0,2,0.2857142857142857,0,0,0
5780,right of a small orange triangle is a small black diamond,left of a big pink circle is a big yellow square,333,0.003003003003003003,0.8868393898010254,0.0007253889925777912,0,0,0,0,0.0,0,0,0
8274,a big blue hexagon can be seen left of a medium purple hexagon,a big green octagon is above a big blue triangle,787,0.0012706480304955528,0.8202546238899231,0.0011522140121087432,0,0,0,1,0.14285714285714285,0,0,0
8572,the big green circle is positioned below a small purple diamond,a big black triangle is above a medium pink diamond,17,0.058823529411764705,0.9365653991699219,0.0004066322580911219,0,0,0,2,0.2857142857142857,0,0,0
2463,the medium blue triangle is positioned left of a medium orange hexagon,a big green octagon is above a big blue triangle,725,0.001379310344827586,0.8341091871261597,0.0010634027421474457,0,0,0,0,0.0,0,0,0
9898,the small purple circle is positioned below a big blue hexagon,left of a big pink circle is a big yellow square,186,0.005376344086021506,0.9078184962272644,0.0005909077590331435,0,0,0,1,0.14285714285714285,0,0,0
6773,a medium green octagon can be seen right of a medium purple diamond,a big green octagon is above a big blue triangle,728,0.0013736263736263737,0.8351728320121765,0.0010565848788246512,0,0,0,2,0.2857142857142857,0,0,0
6166,the big blue circle is positioned left of a big green octagon,left of a big pink circle is a big yellow square,17,0.058823529411764705,0.9391909837722778,0.00038980174576863647,0,0,0,3,0.42857142857142855,1,0,0
8715,below a medium yellow circle is a small pink diamond,a small red circle is above a big blue square,607,0.0016474464579901153,0.8544877171516418,0.0009327714215032756,0,0,0,1,0.14285714285714285,0,0,0
6471,left of a big yellow octagon is a big purple diamond,a big green octagon is above a big blue triangle,197,0.005076142131979695,0.9019930362701416,0.0006282502436079085,0,0,0,2,0.2857142857142857,0,0,0
7294,a big purple hexagon is right of a small red square,left of a big pink circle is a big yellow square,31,0.03225806451612903,0.9292935132980347,0.0004532471939455718,0,0,0,1,0.14285714285714285,0,0,0
6552,the medium blue triangle is positioned below a medium blue diamond,a big black triangle is above a medium pink diamond,653,0.0015313935681470138,0.8433636426925659,0.001004079240374267,0,0,0,3,0.42857142857142855,0,1,0
2527,a medium blue square is right of a big black hexagon,left of a big pink circle is a big yellow square,261,0.0038314176245210726,0.8870651721954346,0.0007239414844661951,0,0,0,2,0.2857142857142857,0,0,0
630,a small yellow square can be seen right of a big black square,left of a big pink circle is a big yellow square,236,0.00423728813559322,0.8843862414360046,0.000741114723496139,0,0,0,3,0.42857142857142855,0,0,0
1053,a medium black circle can be seen right of a medium black triangle,a big yellow square is above a small red triangle,834,0.001199040767386091,0.8100012540817261,0.0012179408222436905,0,0,0,1,0.14285714285714285,0,0,0
2198,right of a big orange square is a medium pink triangle,left of a big pink circle is a big yellow square,76,0.013157894736842105,0.9204421639442444,0.0005099867703393102,0,0,0,1,0.14285714285714285,0,0,0
4127,a big purple square can be seen above a medium red square,left of a big pink circle is a big yellow square,132,0.007575757575757576,0.9058381915092468,0.0006036015111021698,0,0,0,2,0.2857142857142857,0,0,0
135,the small blue octagon is positioned left of a small red circle,left of a big pink circle is a big yellow square,782,0.0012787723785166241,0.8332869410514832,0.0010686734458431602,0,0,0,2,0.2857142857142857,1,0,0
127,the small orange diamond is positioned below a big purple square,left of a big pink circle is a big yellow square,44,0.022727272727272728,0.9305371046066284,0.00044527536374516785,0,0,0,1,0.14285714285714285,0,0,0
9227,a big blue triangle is right of a big green triangle,left of a big pink circle is a big yellow square,97,0.010309278350515464,0.9194200038909912,0.0005165387992747128,0,0,0,2,0.2857142857142857,0,0,0
1731,a big blue octagon can be seen above a small red triangle,a big green octagon is above a big blue triangle,197,0.005076142131979695,0.9036266207695007,0.0006177782197482884,0,0,0,4,0.5714285714285714,1,1,0
2540,a medium blue octagon can be seen below a small orange triangle,a big green octagon is above a big blue triangle,915,0.001092896174863388,0.8021881580352783,0.0012680247891694307,0,0,0,2,0.2857142857142857,0,1,0
169,left of a small purple square is a medium orange circle,left of a big pink circle is a big yellow square,439,0.002277904328018223,0.8653413653373718,0.0008631965611129999,0,0,0,1,0.14285714285714285,1,0,0
1737,the small blue square is positioned below a big red hexagon,left of a big pink circle is a big yellow square,92,0.010869565217391304,0.9178416132926941,0.0005266566295176744,0,0,0,2,0.2857142857142857,0,0,0
1834,a big pink square can be seen below a small green square,a small red circle is above a big blue square,222,0.0045045045045045045,0.8873815536499023,0.0007219136459752917,0,0,0,1,0.14285714285714285,0,0,0
5596,a medium pink square can be seen above a big red triangle,left of a big pink circle is a big yellow square,114,0.008771929824561403,0.9146105051040649,0.0005473680212162435,0,0,0,2,0.2857142857142857,0,0,0
3655,above a medium red hexagon is a big yellow hexagon,a big green octagon is above a big blue triangle,896,0.0011160714285714285,0.8087334632873535,0.0012260685907676816,0,0,0,2,0.2857142857142857,1,0,0
3314,a medium black square can be seen right of a medium pink circle,left of a big pink circle is a big yellow square,297,0.003367003367003367,0.8836922645568848,0.0007455634768120944,0,0,0,3,0.42857142857142855,0,1,0
7156,left of a medium pink hexagon is a big purple triangle,left of a big pink circle is a big yellow square,412,0.0024271844660194173,0.870017945766449,0.0008332185097970068,0,0,0,3,0.42857142857142855,1,0,0
9250,the big purple octagon is positioned below a small purple diamond,a big green octagon is above a big blue triangle,250,0.004,0.8933417797088623,0.0006837070686742663,0,0,0,2,0.2857142857142857,0,0,0
7675,a small orange square can be seen below a medium green hexagon,left of a big pink circle is a big yellow square,753,0.0013280212483399733,0.8283466696739197,0.0011003423715010285,0,0,0,1,0.14285714285714285,0,0,0
2196,a big yellow square is below a big orange circle,left of a big pink circle is a big yellow square,3,0.3333333333333333,0.943877100944519,0.0003597621398512274,0,1,0,5,0.7142857142857143,0,1,0
3865,a medium blue diamond can be seen above a big green triangle,a big black triangle is above a medium pink diamond,127,0.007874015748031496,0.9136856198310852,0.0005532979848794639,0,0,0,1,0.14285714285714285,1,0,0
1749,the small red diamond is positioned left of a medium green diamond,left of a big pink circle is a big yellow square,488,0.0020491803278688526,0.8689814805984497,0.0008398623904213309,0,0,0,1,0.14285714285714285,1,0,0
4426,right of a big black diamond is a medium yellow circle,left of a big pink circle is a big yellow square,180,0.005555555555555556,0.9073476791381836,0.0005939252441748977,0,0,0,2,0.2857142857142857,0,0,0
2944,a medium purple triangle is left of a small purple octagon,a big green octagon is above a big blue triangle,784,0.0012755102040816326,0.8145533204078674,0.0011887616710737348,0,0,0,0,0.0,0,0,0
6624,a big black octagon can be seen left of a big orange hexagon,the big pink octagon is positioned right of a big red square,803,0.0012453300124533001,0.8136726021766663,0.0011944064171984792,0,0,0,3,0.42857142857142855,0,0,0
6305,right of a medium orange diamond is a small black circle,left of a big pink circle is a big yellow square,405,0.0024691358024691358,0.8820306658744812,0.0007562144310213625,0,0,0,0,0.0,0,0,0
1732,right of a small red circle is a big orange octagon,a big green octagon is above a big blue triangle,72,0.013888888888888888,0.922633707523346,0.0004959384677931666,0,0,0,2,0.2857142857142857,0,0,0
4906,the big green square is positioned below a medium blue diamond,left of a big pink circle is a big yellow square,39,0.02564102564102564,0.9296026229858398,0.0004512658924795687,0,0,0,2,0.2857142857142857,0,0,0
2393,a small pink hexagon can be seen right of a big black octagon,left of a big pink circle is a big yellow square,849,0.001177856301531213,0.8040734529495239,0.0012559397146105766,0,0,0,1,0.14285714285714285,0,0,0
9881,a big blue triangle can be seen below a big red hexagon,below a big green triangle is a big red diamond,371,0.0026954177897574125,0.8760616779327393,0.0007944758399389684,0,0,0,3,0.42857142857142855,1,0,0
4578,the small blue octagon is positioned below a big orange circle,left of a big pink circle is a big yellow square,383,0.0026109660574412533,0.8832083344459534,0.0007486656541004777,0,0,0,2,0.2857142857142857,0,0,0
7700,a big purple square can be seen above a medium pink diamond,left of a big pink circle is a big yellow square,86,0.011627906976744186,0.9190871119499207,0.0005186730995774269,0,0,0,3,0.42857142857142855,0,0,0
4112,a big green octagon can be seen left of a medium red square,left of a big pink circle is a big yellow square,266,0.0037593984962406013,0.888556718826294,0.0007143804104998708,0,0,0,2,0.2857142857142857,1,0,0
6604,below a small blue square is a big yellow circle,a small red circle is above a big blue square,73,0.0136986301369863,0.918790876865387,0.0005205724737606943,0,0,0,3,0.42857142857142855,0,1,0
2522,the medium blue diamond is positioned above a small blue octagon,a big green octagon is above a big blue triangle,477,0.0020964360587002098,0.880626380443573,0.0007652162457816303,0,0,0,2,0.2857142857142857,1,0,0
1925,a medium blue circle can be seen above a small orange octagon,a big yellow square is above a small red triangle,757,0.001321003963011889,0.8331179022789001,0.0010697568068280816,0,0,0,2,0.2857142857142857,1,0,0
1165,a small black triangle can be seen left of a medium red square,left of a big pink circle is a big yellow square,531,0.0018832391713747645,0.8522298336029053,0.000947244931012392,0,0,0,1,0.14285714285714285,1,0,0
5707,right of a big yellow circle is a big pink hexagon,left of a big pink circle is a big yellow square,189,0.005291005291005291,0.9056079983711243,0.0006050777155905962,0,0,0,3,0.42857142857142855,0,0,0
3042,left of a small red hexagon is a big black circle,left of a big pink circle is a big yellow square,316,0.0031645569620253164,0.8923109769821167,0.0006903151515871286,0,0,0,2,0.2857142857142857,1,0,0
2882,a medium green diamond can be seen below a small blue square,a small red circle is above a big blue square,442,0.0022624434389140274,0.8630079627037048,0.0008781548240222037,0,0,0,2,0.2857142857142857,0,0,0
8968,the small green triangle is positioned left of a small green octagon,left of a big pink circle is a big yellow square,660,0.0015151515151515152,0.8456310033798218,0.0009895451366901398,0,0,0,1,0.14285714285714285,1,0,0
9139,a medium red hexagon can be seen above a small green octagon,a big green octagon is above a big blue triangle,929,0.001076426264800861,0.8088670372962952,0.0012252108426764607,0,0,0,1,0.14285714285714285,1,0,0
9121,a small black circle can be seen above a big pink triangle,a small red circle is above a big blue square,129,0.007751937984496124,0.9143040180206299,0.0005493335193023086,0,0,0,4,0.5714285714285714,1,0,0
3037,a small blue octagon is right of a small pink circle,left of a big pink circle is a big yellow square,609,0.0016420361247947454,0.8637216091156006,0.0008735804003663361,0,0,0,2,0.2857142857142857,0,0,0
3121,a small black square can be seen above a medium purple octagon,left of a big pink circle is a big yellow square,507,0.0019723865877712033,0.859961211681366,0.0008976854151114821,0,0,0,1,0.14285714285714285,0,0,0
880,a medium purple octagon is below a small green diamond,left of a big pink circle is a big yellow square,715,0.0013986013986013986,0.8354521989822388,0.001054794411174953,0,0,0,0,0.0,0,0,0
2240,a big red diamond is left of a small orange square,left of a big pink circle is a big yellow square,22,0.045454545454545456,0.9345999956130981,0.0004192303167656064,0,0,0,2,0.2857142857142857,1,0,0
3691,a big blue circle can be seen below a medium red hexagon,a big green octagon is above a big blue triangle,550,0.0018181818181818182,0.8599576354026794,0.0008977071847766638,0,0,0,1,0.14285714285714285,0,0,0
6951,a medium red diamond is below a medium black octagon,a big green octagon is above a big blue triangle,841,0.0011890606420927466,0.8133415579795837,0.0011965291341766715,0,0,0,0,0.0,0,0,0
4733,a big orange circle can be seen right of a small purple octagon,left of a big pink circle is a big yellow square,352,0.002840909090909091,0.885002076625824,0.0007371663814410567,0,0,0,1,0.14285714285714285,0,0,0
6318,a big orange diamond is right of a big green octagon,left of a big pink circle is a big yellow square,81,0.012345679012345678,0.9217246770858765,0.0005017651128582656,0,0,0,2,0.2857142857142857,0,0,0
7579,right of a small purple circle is a big blue circle,left of a big pink circle is a big yellow square,90,0.011111111111111112,0.9230124950408936,0.0004935092874802649,0,0,0,2,0.2857142857142857,0,0,0
2903,a big yellow circle is left of a big red hexagon,left of a big pink circle is a big yellow square,137,0.0072992700729927005,0.9141750335693359,0.000550160591956228,0,0,0,4,0.5714285714285714,1,0,0
5865,below a big blue circle is a small black square,a small red circle is above a big blue square,63,0.015873015873015872,0.9216384291648865,0.0005023189005441964,0,0,0,3,0.42857142857142855,0,0,0
4845,above a medium yellow diamond is a small purple triangle,left of a big pink circle is a big yellow square,479,0.0020876826722338203,0.866081714630127,0.000858450832311064,0,0,0,0,0.0,0,0,0
6244,a small orange square is below a medium red triangle,left of a big pink circle is a big yellow square,511,0.0019569471624266144,0.8559902310371399,0.0009231403237208724,0,0,0,1,0.14285714285714285,0,0,0
5287,above a medium blue diamond is a medium orange square,left of a big pink circle is a big yellow square,459,0.002178649237472767,0.8705489635467529,0.0008298137690871954,0,0,0,1,0.14285714285714285,0,0,0
1725,a big green octagon is below a small purple circle,a big green octagon is above a big blue triangle,263,0.0038022813688212928,0.8964712619781494,0.0006636468460783362,0,0,0,3,0.42857142857142855,0,0,0
7374,right of a medium blue triangle is a medium yellow hexagon,a big green octagon is above a big blue triangle,897,0.0011148272017837235,0.7963415384292603,0.0013055023737251759,0,0,0,2,0.2857142857142857,0,0,0
1825,a big purple triangle can be seen below a medium blue triangle,below a big green triangle is a big red diamond,602,0.0016611295681063123,0.8331068754196167,0.0010698282858356833,0,0,0,3,0.42857142857142855,1,0,0
5953,a medium green octagon is left of a small red circle,left of a big pink circle is a big yellow square,907,0.0011025358324145535,0.8050981760025024,0.0012493705144152045,0,0,0,2,0.2857142857142857,1,0,0
8236,a small red square is above a medium yellow octagon,left of a big pink circle is a big yellow square,671,0.0014903129657228018,0.844190239906311,0.0009987809462472796,0,0,0,1,0.14285714285714285,0,0,0
4957,a big purple triangle is left of a big black hexagon,left of a big pink circle is a big yellow square,167,0.005988023952095809,0.9067758917808533,0.0005975913954898715,0,0,0,3,0.42857142857142855,1,0,0
2785,a medium orange diamond is above a medium pink triangle,a big black triangle is above a medium pink diamond,376,0.0026595744680851063,0.8863728642463684,0.0007283792947418988,0,0,0,3,0.42857142857142855,1,0,0
7023,above a small orange triangle is a big purple hexagon,a big green octagon is above a big blue triangle,249,0.004016064257028112,0.8982056379318237,0.0006525280768983066,0,0,0,3,0.42857142857142855,1,0,0
4745,the small black octagon is positioned left of a big orange circle,left of a big pink circle is a big yellow square,563,0.0017761989342806395,0.8608567118644714,0.0008919440442696214,0,0,0,3,0.42857142857142855,1,0,0
9644,the big black triangle is positioned left of a medium red octagon,a big green octagon is above a big blue triangle,447,0.0022371364653243847,0.8737683296203613,0.0008091783383861184,0,0,0,1,0.14285714285714285,0,0,0
5513,a medium green hexagon is right of a big red diamond,below a big green triangle is a big red diamond,284,0.0035211267605633804,0.8877497315406799,0.0007195534999482334,0,0,0,1,0.14285714285714285,0,0,0
1958,a big purple diamond can be seen below a medium purple triangle,below a big green triangle is a big red diamond,285,0.0035087719298245615,0.8827399015426636,0.0007516676560044289,0,0,0,4,0.5714285714285714,1,1,0
2298,a medium pink circle can be seen left of a medium orange circle,left of a big pink circle is a big yellow square,858,0.0011655011655011655,0.8092001676559448,0.0012230768334120512,0,0,0,2,0.2857142857142857,1,0,0
6438,a small orange octagon can be seen right of a medium orange hexagon,left of a big pink circle is a big yellow square,982,0.0010183299389002036,0.756493866443634,0.0015609373804181814,0,0,0,0,0.0,0,0,0
8119,the medium purple diamond is positioned below a small black square,left of a big pink circle is a big yellow square,404,0.0024752475247524753,0.8705606460571289,0.0008297404274344444,0,0,0,0,0.0,0,0,0
6827,a medium yellow diamond can be seen left of a medium green triangle,left of a big pink circle is a big yellow square,539,0.0018552875695732839,0.8659747838973999,0.0008591371588408947,0,0,0,2,0.2857142857142857,1,0,0
7822,right of a medium red triangle is a big purple diamond,below a big green triangle is a big red diamond,68,0.014705882352941176,0.9211820960044861,0.0005052434280514717,0,0,0,3,0.42857142857142855,0,1,0
5203,a medium orange octagon can be seen below a big blue hexagon,a big green octagon is above a big blue triangle,910,0.001098901098901099,0.8113281726837158,0.001209435286000371,0,0,0,3,0.42857142857142855,0,0,0
1773,above a medium black hexagon is a small black triangle,left of a big pink circle is a big yellow square,768,0.0013020833333333333,0.8268888592720032,0.0011096877278760076,0,0,0,0,0.0,0,0,0
718,a small blue octagon can be seen left of a medium blue triangle,left of a big pink circle is a big yellow square,870,0.0011494252873563218,0.8092937469482422,0.0012224765960127115,0,0,0,1,0.14285714285714285,1,0,0
1794,a small black diamond is below a small red circle,a small red circle is above a big blue square,336,0.002976190476190476,0.8866598606109619,0.0007265397580340505,0,0,0,1,0.14285714285714285,0,0,0
2789,a small purple square can be seen right of a small orange circle,left of a big pink circle is a big yellow square,368,0.002717391304347826,0.8722479343414307,0.0008189238724298775,0,0,0,2,0.2857142857142857,0,1,0
6586,left of a small pink circle is a small red octagon,left of a big pink circle is a big yellow square,786,0.001272264631043257,0.8287939429283142,0.0010974750621244311,0,0,0,3,0.42857142857142855,1,0,0
1027,the medium black square is positioned below a small yellow circle,a small red circle is above a big blue square,550,0.0018181818181818182,0.8507469892501831,0.0009567502420395613,0,0,0,0,0.0,0,0,0
3211,a big yellow diamond is right of a big green octagon,left of a big pink circle is a big yellow square,38,0.02631578947368421,0.9315037131309509,0.0004390791873447597,0,0,0,3,0.42857142857142855,0,0,0
8231,a medium black hexagon is below a medium blue diamond,left of a big pink circle is a big yellow square,815,0.001226993865030675,0.8204046487808228,0.0011512525379657745,0,0,0,0,0.0,0,0,0
